Row.names	logFC EE2	logCPM	LR	PValue	FDR EE2	Annotation_uniprot	Annotation_fish	logFC Mix	FDR Mix
P3503_108_TRINITY_DN19780_c0_g5_i4	9.38990010280057	6.83117889904839	29.7723122658501	4.85881874359216e-08	4.38821369573307e-05	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 1 [Perca flavescens]	8.80733498595431	2.38002556566077e-06
P3503_102_TRINITY_DN19911_c8_g1_i1	5.84771373749366	4.36998693281927	29.5493822638372	5.45100236262605e-08	4.87908514152588e-05	NA	NA	5.29309091052127	1.95185990905143e-07
P3503_119_TRINITY_DN23209_c3_g7_i1	4.23043750212955	3.66038720274187	29.5042699210496	5.57936484471276e-08	4.94978536564257e-05	Complement C3 (Fragment) [P98093, Oncorhynchus mykiss]	Complement component C3 [Perca flavescens]	4.60937001169487	1.40953736905166e-11
P3503_123_TRINITY_DN22530_c1_g6_i8	5.39279215306963	6.98568715178458	29.4120987172624	5.85112142182937e-08	5.14534273172783e-05	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 2 [Perca flavescens]	4.38068350447998	1.18520715740535e-06
P3503_102_TRINITY_DN19828_c7_g1_i2	3.77945206763477	4.16523415181214	29.164721493721	6.64786965130783e-08	5.74519210925826e-05	NA	Hibernation-specific plasma protein HP-55 [Larimichthys crocea]	3.91636583043703	7.07412009330624e-08
P3503_114_TRINITY_DN13838_c0_g1_i1	9.00796500404238	8.97599134718734	29.1780323675065	6.6023546026987e-08	5.74519210925826e-05	Vitellogenin-2 [Q98893, Fundulus heteroclitus]	Vitellogenin Ab (Fragment) [Perca flavescens]	8.13314847142708	1.12813137021993e-05
P3503_108_TRINITY_DN19780_c0_g5_i10	5.05673662288109	7.10046635493176	29.1309934899747	6.76461136604074e-08	5.75061596761959e-05	Cullin-associated NEDD8-dissociated protein 1 [Q86VP6, Homo sapiens]	CAND1 (Fragment) [Poeciliopsis prolifica]	4.53149798126809	8.49096192892758e-07
P3503_109_TRINITY_DN20527_c0_g3_i3	4.37845956616545	1.95992771539129	29.1224886794709	6.79437168942622e-08	5.75061596761959e-05	NA	NA	3.96322578571287	2.67257343809142e-05
P3503_123_TRINITY_DN22530_c1_g6_i3	6.27915920660871	5.83085176049254	29.1134239687219	6.82623567463747e-08	5.75061596761959e-05	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 1 [Perca flavescens]	5.72756369403262	6.9597751639407e-08
P3503_108_TRINITY_DN19780_c0_g5_i11	6.39364437865017	5.62910004562652	29.0582084294522	7.02358734531342e-08	5.86756339816937e-05	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 3 [Perca flavescens]	5.95557451232331	4.47993181373803e-09
P3503_108_TRINITY_DN19567_c0_g4_i1	3.74723748880453	1.56974264583948	28.3656657561422	1.00430784063993e-07	8.32073196002584e-05	NA	NA	3.61660243373673	1.24779072978957e-05
P3503_130_TRINITY_DN22284_c2_g4_i10	5.90187196589808	8.92843139079083	28.2370121113331	1.07332410553497e-07	8.81964493899793e-05	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 2 [Perca flavescens]	4.96100308326827	2.35220320801006e-06
P3503_130_TRINITY_DN20768_c0_g1_i1	6.01512913633346	1.87493139108071	28.0327012810158	1.19282621086614e-07	9.72192152952193e-05	Extracellular serine/threonine protein kinase FAM20C [Q8IXL6, Homo sapiens]	PREDICTED  extracellular serine/threonine protein kinase FAM20C-like [Larimichthys crocea]	5.47011722798367	2.01780249394142e-07
P3503_108_TRINITY_DN19780_c0_g5_i2	5.6644932696319	9.03447685220841	27.9400022122095	1.25135843510945e-07	0.000101167283678457	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 2 [Perca flavescens]	4.73591485025536	1.23759607115219e-06
P3503_102_TRINITY_DN19821_c6_g1_i2	6.21949946375091	7.12341373373997	27.8944550166948	1.28116393982297e-07	0.000101489555817448	Vitellogenin [Q92093, Oncorhynchus mykiss]	Vitellogenin Ab [Moronidae]	6.00960673462241	1.19863018901558e-06
P3503_115_TRINITY_DN21034_c2_g10_i2	5.83843610479246	3.92907148261992	27.91167563215	1.26981224857485e-07	0.000101489555817448	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 3 [Perca flavescens]	5.16645183998443	8.1776659939714e-09
P3503_131_TRINITY_DN21701_c10_g3_i9	3.22760341563859	4.07943659405821	27.8875925263202	1.28571592622529e-07	0.000101489555817448	Alpha-1-antiproteinase [O54763, Callosciurus caniceps]	Alpha-1-antitrypsin [Oplegnathus fasciatus]	2.93708245143584	4.19771600300585e-06
P3503_121_TRINITY_DN21193_c4_g4_i5	3.72297589839749	6.23507365365407	27.8179908675843	1.33280953741609e-07	0.000104385018215957	Sulfate transporter [Q65AC2, Equus caballus]	PREDICTED  sulfate transporter [Stegastes partitus]	3.58627552953023	8.48516682756216e-11
P3503_102_TRINITY_DN19828_c7_g1_i1	3.6238474597227	4.87050656568853	27.7546331764128	1.37717985118627e-07	0.000106200694539671	NA	Hibernation-specific plasma protein HP-55 [Larimichthys crocea]	3.53082576547704	2.79463416160701e-05
P3503_102_TRINITY_DN3979_c0_g1_i1	6.95419792943988	-1.3528367509092	27.7666629816134	1.36864282866028e-07	0.000106200694539671	NA	NA	6.85917141819117	3.67079599726357e-06
P3503_102_TRINITY_DN19881_c0_g1_i3	4.63372026634983	7.9059780624067	27.6652300587561	1.4423199952048e-07	0.000110374913892584	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 10 [Perca flavescens]	4.26086429189383	5.24856757847561e-10
P3503_133_TRINITY_DN23389_c3_g9_i1	7.53223239044392	-0.869848964572007	27.5425995391966	1.53672229683098e-07	0.000116708237526522	NA	NA	8.43145146443164	1.71293879342402e-10
P3503_130_TRINITY_DN21488_c0_g2_i3	3.54883255767133	3.58614687540565	27.3827598918195	1.66912670459387e-07	0.000125810739104384	Serine protease inhibitor A3K [P05545, Rattus norvegicus]	Alpha-1-antitrypsin [Oplegnathus fasciatus]	3.3894771729462	1.92204452498173e-06
P3503_119_TRINITY_DN38785_c0_g1_i1	4.75646428399911	-0.04131188364585	27.2519835832113	1.78591817420551e-07	0.000133609336601439	Complement C3 (Fragment) [P98093, Oncorhynchus mykiss]	PREDICTED  complement C3-like  partial [Poecilia mexicana]	4.57796207601589	4.0731825232768e-05
P3503_130_TRINITY_DN22160_c1_g4_i4	3.41857376123566	0.118243192200272	27.2262075195885	1.8098865780117e-07	0.0001343994959697	MAGUK p55 subfamily member 7 [Q8BVD5, Mus musculus]	PREDICTED  MAGUK p55 subfamily member 7-like [Larimichthys crocea]	3.74412194303505	1.12909661169695e-07
P3503_130_TRINITY_DN22068_c3_g1_i1	3.71977285890158	2.68815768060207	27.2083375602938	1.82669230276695e-07	0.000134650056367709	NA	Uncharacterized protein [Scophthalmus maximus]	3.50287697327125	1.90938367596304e-06
P3503_117_TRINITY_DN20519_c0_g2_i2	5.51384637901006	9.0068623936263	26.9632327793684	2.07362610008671e-07	0.000151736454677075	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 2 [Perca flavescens]	4.59715826398048	3.47848174271932e-06
P3503_105_TRINITY_DN18443_c2_g6_i1	5.1882575554293	5.92201063924787	26.3749689189759	2.81160613459496e-07	0.000202777484451086	NA	C-type lectin 11 [Perca flavescens]	5.08740075166351	3.27513733320808e-10
P3503_115_TRINITY_DN20924_c3_g1_i6	4.45465938444063	3.44367301678363	26.0195069416272	3.37985045484655e-07	0.00024201902017708	NA	NA	3.85373495345705	0.000415678284231953
P3503_108_TRINITY_DN19780_c0_g5_i3	5.58023201182482	8.308205816097	25.9176382617848	3.56298639459821e-07	0.000252964730738363	Type-2 ice-structuring protein [P05140, Hemitripterus americanus]	Type II antifreeze protein 2 [Perca flavescens]	4.7630098857276	3.25155177332036e-06
P3503_130_TRINITY_DN18883_c1_g1_i1	6.42724854399135	0.3712572419051	25.9067301038506	3.58317706559144e-07	0.000252964730738363	NA	NA	5.86177386490773	2.01133589589473e-09
P3503_123_TRINITY_DN22485_c0_g10_i8	3.4942718426149	7.34923020164879	25.8516422055796	3.68690887209845e-07	0.000258467781481816	L-amino-acid oxidase [P86810, Siganus canaliculatus]	Skin mucus antibacterial l-amino acid oxidase [Sebastes schlegelii]	3.06941222695067	0.000146785699752549
P3503_108_TRINITY_DN14279_c0_g2_i1	6.87521169938401	-1.42645735444154	25.0628338072444	5.5492181173159e-07	0.000386321921557501	Fucolectin-1 [Q9I931, Anguilla japonica]	Uncharacterized protein [Latimeria chalumnae]	7.0374531618488	3.1368185907159e-05
P3503_120_TRINITY_DN21351_c0_g5_i1	3.829483814723	6.80265214909199	24.9304298007406	5.94368163877412e-07	0.000410929752141701	NA	NA	3.29613555115651	0.000112822959297563
P3503_130_TRINITY_DN22241_c4_g3_i2	3.6797517708041	1.39082780299054	24.7173138770128	6.63851222414475e-07	0.000455824802711155	Complement C3 (Fragment) [P98093, Oncorhynchus mykiss]	Uncharacterized protein [Oryzias latipes]	3.47290444498538	4.91966481392275e-06
P3503_109_TRINITY_DN20735_c1_g6_i3	3.85616913399077	6.80589929128784	24.3960693473919	7.84285506504571e-07	0.000534856039058345	NA	NA	3.30828644197473	0.000112188006994027
P3503_115_TRINITY_DN21093_c1_g1_i5	3.35816721660634	7.33879713512846	24.3462884792109	8.04816605211711e-07	0.000545149053080195	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 6 [Perca flavescens]	3.06539080752247	1.71794874914608e-06
P3503_105_TRINITY_DN18443_c2_g8_i18	3.08641123102278	9.16957024253827	23.9481052278099	9.89676460008934e-07	0.000665866278117017	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 13 [Perca flavescens]	3.46821450145543	6.08781228424359e-10
P3503_130_TRINITY_DN22161_c1_g1_i2	9.31334040855729	6.99209946544959	23.6264622557445	1.16967890435878e-06	0.000769871114222755	Vitellogenin [Q92093, Oncorhynchus mykiss]	Vitellogenin Ab [Moronidae]	9.15292677069766	0.000385524121262323
P3503_130_TRINITY_DN22268_c2_g2_i1	3.25513118997167	8.09785354538355	23.6177655504226	1.17497711175255e-06	0.000769871114222755	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 11 [Perca flavescens]	3.03721319820139	1.1418259460856e-06
P3503_131_TRINITY_DN21688_c2_g2_i6	2.67954833121408	2.13790293651438	23.2910533082181	1.39246220625522e-06	0.000906447686460255	NA	NA	2.49921058529057	9.41831289816481e-07
P3503_121_TRINITY_DN21341_c1_g3_i2	3.53092779834781	2.68808008228534	23.0961261594694	1.54100857858825e-06	0.000996674638676731	NA	NA	2.68269786303144	2.98643342936415e-05
P3503_105_TRINITY_DN18295_c2_g1_i1	2.89183248235994	4.60571520140926	22.7761482206436	1.82010685436915e-06	0.00116964033361316	NA	NA	2.89924446898316	2.4991389077121e-06
P3503_131_TRINITY_DN21596_c5_g1_i1	2.97235227425801	1.89406008151648	22.6957227681356	1.89789859816067e-06	0.00121186265329305	NA	NA	3.37024042336328	1.23759607115219e-06
P3503_130_TRINITY_DN19985_c0_g1_i1	6.03164977260576	0.0616907780035003	22.6516276776489	1.94195641262215e-06	0.00123214676208201	Dynein beta chain  ciliary [P39057, Heliocidaris crassispina]	PREDICTED  dynein heavy chain domain-containing protein 1 [Larimichthys crocea]	4.49434450779205	0.000716448034637623
P3503_102_TRINITY_DN19881_c0_g1_i7	3.15336610242657	7.35787851772143	22.5961000711711	1.99889953447472e-06	0.00126029987063872	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 13 [Perca flavescens]	3.35249258620203	1.39452506851058e-08
P3503_102_TRINITY_DN19515_c0_g2_i8	4.34265496967383	7.94515511647602	22.5654480011558	2.03104741411538e-06	0.00127256545136033	Carboxypeptidase inhibitor SmCI [P84875, Sabellastarte magnifica]	Kunitz-like protease inhibitor [Perca flavescens]	3.77089810362076	0.000630460937004623
P3503_119_TRINITY_DN24105_c0_g1_i1	6.6531275034615	-1.56534946356492	22.3537769999253	2.26766626311392e-06	0.00140327947661054	NA	PREDICTED  homeodomain-interacting protein kinase 2-like [Cynoglossus semilaevis]	6.48928121993956	0.000695765080097212
P3503_118_TRINITY_DN22180_c0_g3_i5	4.07936998449974	3.59569645586885	22.2619198442821	2.37877502377643e-06	0.00146300501446971	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 2 [Perca flavescens]	3.36811032553349	2.75659271015247e-05
P3503_130_TRINITY_DN14030_c0_g1_i1	6.09236062154828	-0.218122856469322	22.2110861268449	2.44259347089849e-06	0.00149309483453721	NA	PREDICTED  LOW QUALITY PROTEIN  uncharacterized protein LOC107049275 [Gallus gallus]	5.97548807193376	2.14818864572633e-05
P3503_130_TRINITY_DN20401_c1_g1_i1	5.54070579399968	1.71206869886268	21.8436775752156	2.957896138424e-06	0.00179712806049011	Plastin-1 [A6H742, Bos taurus]	Uncharacterized protein [Gasterosteus aculeatus]	3.04127594069837	0.0471105579837517
P3503_102_TRINITY_DN19515_c0_g2_i5	4.28709055190601	5.46555919281244	21.8309461707661	2.97758749218669e-06	0.00179819378617002	Carboxypeptidase inhibitor SmCI [P84875, Sabellastarte magnifica]	Kunitz-like protease inhibitor [Perca flavescens]	3.84243621582848	0.000695275371921335
P3503_114_TRINITY_DN21076_c1_g2_i1	-2.95004025411974	1.18366757351929	21.6670717173892	3.24310778805648e-06	0.00192377699789866	NA	NA	-2.42470568675824	0.0222837582985647
P3503_130_TRINITY_DN22268_c2_g2_i11	3.05538146156258	8.27933030469041	21.6729280221273	3.23322171611934e-06	0.00192377699789866	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 6 [Perca flavescens]	2.91779338513841	1.64545389689307e-06
P3503_113_TRINITY_DN21050_c0_g1_i1	3.42916889840708	-0.111172808763541	21.6527693273975	3.26737943736785e-06	0.00192677365421582	L-amino-acid oxidase [P86810, Siganus canaliculatus]	Skin mucus antibacterial l-amino acid oxidase (Fragment) [Perca flavescens]	2.67825104991664	0.00036054281692124
P3503_119_TRINITY_DN16928_c1_g1_i1	4.52766968246953	1.07557252714792	21.5508960678505	3.4456165738545e-06	0.00201999775387333	Extracellular serine/threonine protein kinase FAM20C [Q5MJS3, Mus musculus]	PREDICTED  extracellular serine/threonine protein kinase FAM20C-like isoform X1 [Pseudocrenilabrinae]	3.81690535852102	0.00446577048314682
P3503_133_TRINITY_DN22958_c0_g2_i2	3.02824441814823	2.62521799151558	21.4830417435831	3.5697159270137e-06	0.00208058402306509	MAGUK p55 subfamily member 7 [Q8BVD5, Mus musculus]	PREDICTED  WW domain-containing adapter protein with coiled-coil-like [Notothenia coriiceps]	3.64496067120013	5.01178053084164e-10
P3503_119_TRINITY_DN23322_c2_g2_i5	2.92775177278842	9.66658370484699	21.1448688044765	4.25839912383731e-06	0.00245875661850634	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 13 [Perca flavescens]	2.8456406317656	8.29677667017241e-08
P3503_130_TRINITY_DN22322_c7_g6_i1	3.14757460853371	5.02276476456174	21.1407280427632	4.26761016688548e-06	0.00245875661850634	Complement C3 (Fragment) [P98093, Oncorhynchus mykiss]	PREDICTED  complement C3  partial [Pseudocrenilabrinae]	3.72582999256018	2.51132964917603e-11
P3503_130_TRINITY_DN22246_c5_g2_i7	3.93419610659069	4.76813040103238	21.1294230617784	4.29285981284329e-06	0.00245917087644415	Microfibril-associated glycoprotein 4 [P55918, Bos taurus]	Microfibrillar-associated protein 4 type III [Perca flavescens]	3.07448326872644	2.98643342936415e-05
P3503_119_TRINITY_DN22023_c0_g1_i4	3.45192251687804	2.77617854538387	21.0635149035424	4.44307919415088e-06	0.00253076276212745	Complement C3 (Fragment) [P98093, Oncorhynchus mykiss]	Complement component C3 protein (Fragment) [Scophthalmus maximus]	3.52152661539337	4.59966580813459e-07
P3503_130_TRINITY_DN18565_c1_g1_i1	7.01553849617318	-1.28308951477293	21.0251202971921	4.53300921715401e-06	0.00256739910175408	Dynein heavy chain domain-containing protein 1 [Q96M86, Homo sapiens]	PREDICTED  dynein heavy chain domain-containing protein 1 [Larimichthys crocea]	5.99791657296322	0.000641405033877787
P3503_101_TRINITY_DN20656_c4_g5_i2	2.46411436788381	3.01275782014941	20.9458809173862	4.72442564840186e-06	0.00266078060014965	Mannose-P-dolichol utilization defect 1 protein [Q9R0Q9, Mus musculus]	Uncharacterized protein (Fragment) [Gasterosteus aculeatus]	1.96051813210993	0.000196981581738318
P3503_108_TRINITY_DN23313_c0_g1_i1	6.27953206780264	-1.86959870294814	20.8554725499536	4.95275145491643e-06	0.00275837989224398	NA	NA	6.61988500133249	6.35210068901888e-07
P3503_113_TRINITY_DN20837_c0_g3_i1	4.09539220938665	2.31141154715013	20.7948573721316	5.11200475602968e-06	0.00283134455683547	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 3 [Perca flavescens]	3.5489610684741	8.48348197011324e-07
P3503_120_TRINITY_DN20990_c1_g3_i2	4.21393450848368	6.37019672896063	20.7769004765259	5.16016209455451e-06	0.00284231368031316	Carboxypeptidase inhibitor SmCI [P84875, Sabellastarte magnifica]	Kunitz-like protease inhibitor [Perca flavescens]	3.73099896687855	0.00134640776549974
P3503_120_TRINITY_DN21372_c3_g1_i3	5.17793981314561	1.56689600510512	20.5716265816457	5.74411774475236e-06	0.00314667792236983	Prelamin-A/C [P02545, Homo sapiens]	Uncharacterized protein [Oryzias latipes]	3.34878434685784	0.00922396107472989
P3503_108_TRINITY_DN3567_c0_g1_i1	6.06398842307359	-2.01861131064538	20.4377563323295	6.16023899908763e-06	0.00332020322268567	NA	UPI00077CE3A0 related cluster [unknown]	6.5140528648921	1.59621961831195e-06
P3503_108_TRINITY_DN19871_c5_g8_i4	2.40116504360403	3.9473696915164	20.4195275311283	6.21919484236354e-06	0.00333405381685617	Serine protease inhibitor A3K [P05545, Rattus norvegicus]	Alpha-1-antitrypsin [Oplegnathus fasciatus]	2.09861996720691	0.00235099300208401
P3503_125_TRINITY_DN22505_c4_g6_i4	3.27282712240978	3.64325008797088	20.205685520466	6.95459297676645e-06	0.00370846271982904	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 11 [Perca flavescens]	2.84460607472339	1.38394985415293e-05
P3503_111_TRINITY_DN23242_c0_g3_i2	6.29650177571219	4.94121083839036	20.0302767963388	7.62256612703367e-06	0.00404314619930687	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 1 [Perca flavescens]	5.74228506089853	0.000607770029769693
P3503_115_TRINITY_DN37022_c0_g1_i1	4.60900172861262	-2.09003489210152	20.0133611186088	7.69029383700645e-06	0.00405760140455821	NA	NA	4.28279047148553	0.00214542464598265
P3503_105_TRINITY_DN17982_c0_g1_i8	4.2235900609506	7.73621704895567	19.9800445126234	7.82546011010008e-06	0.00410730131192368	Carboxypeptidase inhibitor SmCI [P84875, Sabellastarte magnifica]	Kunitz-like protease inhibitor [Perca flavescens]	3.81304633303951	0.00176497099866118
P3503_115_TRINITY_DN20783_c7_g1_i3	3.50462254319276	1.543018362847	19.8697453813425	8.29019914274405e-06	0.00432856340552577	Kunitz-type serine protease inhibitor bitisilin-3 (Fragment) [Q6T269, Bitis gabonica]	Kunitz-like protease inhibitor [Perca flavescens]	3.103564749907	0.00155561394736668
P3503_125_TRINITY_DN22505_c4_g6_i10	5.96029961266914	2.17008142505887	19.7411629907353	8.86707497367859e-06	0.00458203813936239	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 7 [Perca flavescens]	5.37669207466409	3.50248510267016e-05
P3503_108_TRINITY_DN19730_c5_g2_i8	3.81467773927201	4.65615422266813	19.4977239209254	1.00719623838405e-05	0.00509951594453346	Microfibril-associated glycoprotein 4 [P55918, Bos taurus]	Microfibrillar-associated protein 4 type III [Perca flavescens]	2.99625742491221	1.37843999098608e-05
P3503_119_TRINITY_DN23322_c2_g2_i2	2.92507849060977	9.93327284644043	19.5031373378741	1.0043459101037e-05	0.00509951594453346	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 6 [Perca flavescens]	2.78914324168636	1.31323856208497e-06
P3503_113_TRINITY_DN20685_c0_g2_i4	4.18769751025689	7.5384836230939	19.1212025418603	1.22674482698499e-05	0.00602842853727543	Papilin [Q868Z9, Drosophila melanogaster]	Kunitz-like protease inhibitor [Perca flavescens]	3.60963847541123	0.00334779914957873
P3503_133_TRINITY_DN29108_c0_g1_i1	5.90763614963772	-2.12040105572172	18.7965198660443	1.45432253839493e-05	0.00707739709473558	G2/M phase-specific E3 ubiquitin-protein ligase [Q7L622, Homo sapiens]	PREDICTED  G2/M phase-specific E3 ubiquitin-protein ligase-like [Esox lucius]	6.43185049796666	0.000819251611742835
P3503_130_TRINITY_DN22268_c2_g2_i12	2.82373803832056	6.23757496662746	18.6418037471882	1.57723866589118e-05	0.0076017595681214	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 11 [Perca flavescens]	2.58967281711905	3.47250718055744e-05
P3503_115_TRINITY_DN21073_c6_g1_i7	2.76197314745943	2.64859084280581	18.6256856108545	1.59062956957796e-05	0.00762961835983833	Hephaestin [Q9Z0Z4, Mus musculus]	Ceruloplasmin (Fragment) [Perca flavescens]	3.49123915699299	1.35676527217773e-06
P3503_119_TRINITY_DN29367_c0_g1_i1	5.38178982253828	-1.54573492193952	18.4388861081431	1.75441029925237e-05	0.00833544445922991	NA	UPI0007BA415C related cluster [unknown]	6.10023962522726	2.28149557008707e-05
P3503_125_TRINITY_DN22325_c1_g1_i3	3.50598785783318	3.41093713349176	18.4411082527106	1.75236570345185e-05	0.00833544445922991	Microfibril-associated glycoprotein 4 [P55918, Bos taurus]	Microfibrillar-associated protein 4 type III [Perca flavescens]	2.69825370634462	0.00175827999875214
P3503_119_TRINITY_DN38536_c0_g1_i1	5.95297160840525	-2.08981711709485	18.4192171895807	1.77261247448581e-05	0.00838219943182679	G2/M phase-specific E3 ubiquitin-protein ligase [Q4R9C4, Macaca fascicularis]	PREDICTED  G2/M phase-specific E3 ubiquitin-protein ligase-like [Esox lucius]	6.01294278014779	0.00352367705020362
P3503_123_TRINITY_DN34781_c0_g1_i1	3.07008598743111	-1.54759261904795	18.2484658000062	1.93882047879277e-05	0.00904022391527892	NA	NA	2.53846637152653	0.0305401998047045
P3503_120_TRINITY_DN21545_c2_g3_i6	2.61561734493622	6.8070202864175	18.0212179347086	2.18456486312803e-05	0.0100921863116923	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 6 [Perca flavescens]	2.2939404848814	4.19771600300585e-06
P3503_102_TRINITY_DN19828_c7_g1_i4	1.79898145650262	2.1657621319011	17.8197594872726	2.42848167568117e-05	0.0111165689271854	NA	Hibernation-specific plasma protein HP-55 [Larimichthys crocea]	1.60029857149571	0.00810434358788673
P3503_119_TRINITY_DN22905_c1_g5_i3	2.99348327852885	2.45348177357049	17.7418394096456	2.53000435601934e-05	0.0114764889903431	MAGUK p55 subfamily member 7 [Q8BVD5, Mus musculus]	MAGUK p55 subfamily member 7 (Fragment) [Fundulus heteroclitus]	3.82061285749842	2.55890258303529e-08
P3503_130_TRINITY_DN22104_c0_g1_i7	5.49235986996295	-1.38286895178222	17.674188179522	2.6216006158649e-05	0.0118384162225153	NA	NA	4.91208801933802	0.00235099300208401
P3503_103_TRINITY_DN20971_c1_g1_i4	3.97725950874702	5.18469646260731	17.6552164701688	2.64788052280327e-05	0.0119034697098881	Papilin [O76840, Caenorhabditis elegans]	Kunitz-like protease inhibitor [Perca flavescens]	3.57239987275499	0.00938757412255917
P3503_109_TRINITY_DN20735_c1_g6_i4	2.2781723452084	4.08001916254434	17.2593601372221	3.26087152705837e-05	0.0142130047702641	NA	NA	1.87225666050654	0.00290932330222588
P3503_108_TRINITY_DN19730_c5_g2_i5	3.22154058841601	4.32358017784967	17.2304251048283	3.31091266803311e-05	0.0143686443315	Microfibril-associated glycoprotein 4 [P55918, Bos taurus]	Microfibrillar-associated protein 4 type III [Perca flavescens]	2.42837424368182	0.000897216902111254
P3503_108_TRINITY_DN1851_c0_g1_i1	4.8714233990229	-2.7002966197771	16.8631999515251	4.01729579982643e-05	0.0171374419845447	Chromodomain-helicase-DNA-binding protein 3 [Q12873, Homo sapiens]	Uncharacterized protein (Fragment) [Gasterosteus aculeatus]	4.8104057046349	0.0166480331833643
P3503_130_TRINITY_DN19487_c0_g2_i2	3.64529712249538	0.945551136409214	16.8646351687122	4.01425914591648e-05	0.0171374419845447	Zona pellucida sperm-binding protein 3 [P79762, Gallus gallus]	Choriogenin L [Thunnus orientalis]	3.18698677801813	0.0084752706612302
P3503_113_TRINITY_DN20919_c0_g1_i2	3.05466728417791	3.16726335351479	16.8116449429835	4.12792171466881e-05	0.0175347467785523	Microfibril-associated glycoprotein 4 [P55918, Bos taurus]	Microfibrillar-associated protein 4 type III [Perca flavescens]	2.23394973589328	0.00135736195054094
P3503_101_TRINITY_DN20778_c0_g1_i4	2.5773213489001	2.82684563137879	16.5965823608589	4.6234261292249e-05	0.0193122435845278	Ladderlectin [P81018, Oncorhynchus mykiss]	Type II antifreeze protein 2 [Perca flavescens]	2.28744688184406	0.000300102567819595
P3503_103_TRINITY_DN285_c0_g1_i1	6.67057292354434	-1.57282624343956	16.3950150207803	5.14202847788685e-05	0.0211385341870108	NA	UPI0007AD03FF related cluster [unknown]	7.70329378056955	2.90480938088969e-05
P3503_108_TRINITY_DN20440_c0_g1_i1	5.35639690728089	0.0740868894490807	16.1152799033175	5.96012149243141e-05	0.0239796444601537	L-selectin [P30836, Rattus norvegicus]	PREDICTED  macrophage mannose receptor 1-like [Neolamprologus brichardi]	5.76279697030639	0.000118713333664866
P3503_120_TRINITY_DN20990_c1_g3_i1	3.80221144311413	4.63670535632285	16.0037575974204	6.32168890370748e-05	0.025148531385229	Kunitz-type serine protease inhibitor bitisilin-3 (Fragment) [Q6T269, Bitis gabonica]	Kunitz-like protease inhibitor [Perca flavescens]	3.60979586091832	0.00734060195215743
P3503_130_TRINITY_DN22117_c1_g4_i2	2.67814763934286	0.64954396850799	15.919205459762	6.61045297537931e-05	0.0258863789190938	NA	Uncharacterized protein [Astyanax mexicanus]	2.99697707507975	0.020469729738567
P3503_108_TRINITY_DN19070_c1_g1_i1	3.76530451877585	7.84904379602911	15.9067927059798	6.65394795529003e-05	0.0259553162867654	Kunitz-type serine protease inhibitor bitisilin-3 (Fragment) [Q6T269, Bitis gabonica]	Kunitz-like protease inhibitor [Perca flavescens]	3.60572344176082	0.00635602124725686
P3503_129_TRINITY_DN22439_c2_g9_i10	2.25276238961902	8.2739516381781	15.8140750704382	6.98807349979311e-05	0.0270481614008015	Galactose-specific lectin nattectin [Q66S03, Thalassophryne nattereri]	C-type lectin 4 (Fragment) [Perca flavescens]	2.00474544693916	0.000304022775491051
P3503_109_TRINITY_DN20533_c3_g1_i8	1.87888659924207	3.639099516731	15.7654841873808	7.16986848711347e-05	0.0276450825371015	Alpha-1-antitrypsin homolog [P32759, Cyprinus carpio]	PREDICTED  serine protease inhibitor A3K-like [Cyprinodon variegatus]	1.70173177216718	0.0121162765835547
P3503_132_TRINITY_DN22905_c0_g2_i3	3.91234451847401	0.824360330292909	15.7501387441841	7.22826373171093e-05	0.0277634563540341	NA	Type II antifreeze protein 4 [Perca flavescens]	2.84975474010665	0.0130550321953482
